sn,item_id,link,product_name,category,designer,price,old_price,sellable_online,other_colors,short_description,dimension,depth,height,width
417,29281783,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-doors-brown-ash-veneer-glass-s29281783/,BILLY / OXBERG,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,1255,No old price,TRUE,Yes,Bookcase with panel/glass doors,NA,30,202,120
418,29285470,https://www.ikea.com/sa/en/p/algot-2-sections-shelves-black-s29285470/,ALGOT,Bookcases & shelving units,Francis Cayouette,555,SR 645,TRUE,No,2 sections/shelves,127x41x180 cm,41,180,127
419,29286399,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-light-grey-dark-grey-s29286399/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,661,No old price,TRUE,Yes,Wall-mounted cabinet combination,NA,35,70,175
420,29286417,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-dark-grey-golden-brown-s29286417/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,265,No old price,TRUE,Yes,Cabinet combination with legs,NA,35,80,35
421,29286460,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-light-grey-red-s29286460/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,1002,"SR 1,120",TRUE,Yes,Cabinet combination with feet,NA,35,72,280
422,29286728,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-multicolour-1-s29286728/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,1830,"SR 1,948",TRUE,Yes,Cabinet combination with legs,NA,35,210,210
423,29287370,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-with-glass-doors-white-glass-s29287370/,BILLY / MORLIDEN,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,415,No old price,TRUE,Yes,Bookcase with glass-doors,80x30x106 cm,30,106,80
424,29287389,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-door-brown-ash-veneer-s29287389/,BILLY / OXBERG,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,290,No old price,TRUE,Yes,Bookcase with door,NA,30,106,40
425,29287445,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s29287445/,BILLY / OXBERG,Bookcases & shelving units,IKEA of Sweden,500,No old price,TRUE,Yes,Bookcase with glass door,40x30x237 cm,30,237,40
426,29287997,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-cover-s29287997/,IVAR,Bookcases & shelving units,IKEA of Sweden,674,No old price,TRUE,No,Shelving unit with cover,89x50x179 cm,50,179,89
427,29294554,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s29294554/,VITTSJÖ,Bookcases & shelving units,Johan Kroon,695,No old price,TRUE,No,Storage combination,NA,36,175,202
428,29299165,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-notviken-grey-green-s29299165/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,925,No old price,TRUE,Yes,TV bench with doors,180x42x38 cm,42,38,180
429,29308645,https://www.ikea.com/sa/en/p/jonaxel-frame-w-bskts-clths-rl-shlv-uts-s29308645/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,885,SR 951,TRUE,No,Frame/w bskts/clths rl/shlv uts,198x51x173 cm,51,173,198
430,29912767,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-white-s29912767/,ALGOT,Bookcases & shelving units,Francis Cayouette,528.2,SR 627,TRUE,No,Wall upright/shelves/rod,190x40x84 cm,40,84,190
431,30236153,https://www.ikea.com/sa/en/p/orrnaes-knob-stainless-steel-colour-stainless-steel-30236153/,ORRNÄS,Bookcases & shelving units,IKEA of Sweden,17,No old price,TRUE,No,Knob,17 mm,30,,17
432,30247378,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,125,No old price,TRUE,Yes,Frame,60x40x38 cm,40,38,60
433,30263844,https://www.ikea.com/sa/en/p/billy-bookcase-white-30263844/,BILLY,Bookcases & shelving units,Gillis Lundgren,115,No old price,TRUE,Yes,Bookcase,80x28x106 cm,28,106,80
434,30269129,https://www.ikea.com/sa/en/p/besta-burs-tv-bench-high-gloss-white-30269129/,BESTÅ BURS,Bookcases & shelving units,Mikael Warnhammar,1195,No old price,TRUE,No,TV bench,NA,41,49,180
435,30284846,https://www.ikea.com/sa/en/p/besta-suspension-rail-silver-colour-30284846/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,25,No old price,TRUE,No,Suspension rail,60 cm,,,
436,30291682,https://www.ikea.com/sa/en/p/lappviken-door-drawer-front-grey-stained-walnut-effect-30291682/,LAPPVIKEN,Bookcases & shelving units,IKEA of Sweden,45,No old price,TRUE,Yes,Door/drawer front,60x38 cm,,38,60
437,30294987,https://www.ikea.com/sa/en/p/skubb-storage-case-black-30294987/,SKUBB,Bookcases & shelving units,IKEA of Sweden,49,No old price,TRUE,No,Storage case,69x55x19 cm,55,19,69
438,30318163,https://www.ikea.com/sa/en/p/ivar-shelf-pine-30318163/,IVAR,Bookcases & shelving units,IKEA of Sweden,35,No old price,TRUE,No,Shelf,83x30 cm,30,,83
439,30323367,https://www.ikea.com/sa/en/p/oxberg-glass-door-brown-ash-veneer-30323367/,OXBERG,Bookcases & shelving units,K Hagberg/M Hagberg,200,No old price,TRUE,Yes,Glass door,NA,,192,40
440,30323598,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-30323598/,BILLSBRO,Bookcases & shelving units,H Preutz/A Fredriksson,49,No old price,TRUE,No,Handle,1880 mm,,,
441,30333286,https://www.ikea.com/sa/en/p/bror-work-bench-black-pine-plywood-30333286/,BROR,Bookcases & shelving units,IKEA of Sweden,645,No old price,TRUE,No,Work bench,110x55 cm,,88,55
442,30333842,https://www.ikea.com/sa/en/p/bror-shelf-black-30333842/,BROR,Bookcases & shelving units,IKEA of Sweden,95,No old price,TRUE,Yes,Shelf,84x54 cm,54,,84
443,30334605,https://www.ikea.com/sa/en/p/eket-cabinet-w-2-doors-and-2-shelves-white-30334605/,EKET,Bookcases & shelving units,Jon Karlsson,220,SR 275,TRUE,Yes,Cabinet w 2 doors and 2 shelves,NA,25,70,70
444,30338415,https://www.ikea.com/sa/en/p/bagganaes-knob-black-30338415/,BAGGANÄS,Bookcases & shelving units,H Preutz/A Fredriksson,22,No old price,TRUE,Yes,Knob,13 mm,24,,13
445,30342479,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-30342479/,HACKÅS,Bookcases & shelving units,J Löfgren/J Pettersson,32,No old price,TRUE,No,Handle,NA,18,,24
446,30357003,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-30357003/,KALLRÖR,Bookcases & shelving units,IKEA of Sweden,45,No old price,TRUE,No,Handle,NA,38,,
447,30373164,https://www.ikea.com/sa/en/p/klackberg-knob-silver-colour-30373164/,KLACKBERG,Bookcases & shelving units,Charlie Styrbjörn,35,No old price,TRUE,No,Knob,35 mm,30,,
448,30381593,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-white-30381593/,IVAR,Bookcases & shelving units,Sarah Fager,345,No old price,TRUE,No,Cabinet with doors,NA,30,83,80
449,30409295,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-beige-30409295/,KOLBJÖRN,Bookcases & shelving units,IKEA of Sweden,345,No old price,TRUE,No,Cabinet in/outdoor,80x81 cm,35,81,80
450,30419973,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-30419973/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,75,No old price,TRUE,Yes,Shelving unit,25x51x70 cm,51,70,25
451,30425988,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,KALLVIKEN,Bookcases & shelving units,IKEA of Sweden,95,No old price,TRUE,No,Drawer front,NA,,26,60
452,30428326,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-30428326/,HYLLIS,Bookcases & shelving units,IKEA of Sweden,39,No old price,TRUE,No,Shelving unit,60x27x74 cm,27,74,60
453,30429991,https://www.ikea.com/sa/en/p/jonaxel-top-shelf-for-frame-white-30429991/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,20,No old price,TRUE,Yes,Top shelf for frame,25x51 cm,,,51
454,30434186,https://www.ikea.com/sa/en/p/algot-shelf-metal-black-30434186/,ALGOT,Bookcases & shelving units,Francis Cayouette,30,No old price,TRUE,No,Shelf,60x38 cm,38,,60
455,30441554,https://www.ikea.com/sa/en/p/timmerviken-door-black-30441554/,TIMMERVIKEN,Bookcases & shelving units,NA,115,No old price,TRUE,No,Door,60x64 cm,,64,60
456,30452613,https://www.ikea.com/sa/en/p/bror-post-white-30452613/,BROR,Bookcases & shelving units,IKEA of Sweden,90,No old price,TRUE,No,Post,NA,4,110,
457,39017486,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s39017486/,KALLAX,Bookcases & shelving units,Tord Björklund,695,No old price,TRUE,Yes,Shelving unit with 4 inserts,NA,39,147,147
458,39031411,https://www.ikea.com/sa/en/p/hejne-1-section-softwood-s39031411/,HEJNE,Bookcases & shelving units,IKEA of Sweden,165,No old price,TRUE,Yes,1 section,78x31x171 cm,31,171,78
459,39184437,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-white-s39184437/,SVALNÄS,Bookcases & shelving units,Jon Karlsson,1395,No old price,TRUE,No,Wall-mounted storage combination,NA,35,176,130
460,39230712,https://www.ikea.com/sa/en/p/billy-bookcase-combination-hght-extension-black-brown-s39230712/,BILLY,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,700,No old price,TRUE,No,Bookcase combination/hght extension,NA,28,237,120
461,39231603,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-black-brown-lappviken-black-brown-s39231603/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,795,No old price,TRUE,Yes,Wall-mounted cabinet combination,180x42x64 cm,42,64,180
462,39248359,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-cabinet-pine-s39248359/,IVAR,Bookcases & shelving units,IKEA of Sweden,1000,No old price,TRUE,No,2 sections/shelves/cabinet,174x30x179 cm,30,179,174
463,39272641,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s39272641/,BROR,Bookcases & shelving units,IKEA of Sweden,345,No old price,TRUE,No,Shelving unit,65x40x110 cm,40,110,65
464,39272655,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s39272655/,BROR,Bookcases & shelving units,IKEA of Sweden,375,No old price,TRUE,No,Shelving unit,85x55x110 cm,55,110,85
465,39278290,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-2-inserts-black-brown-s39278290/,KALLAX,Bookcases & shelving units,Tord Björklund,345,No old price,TRUE,Yes,Shelving unit with 2 inserts,NA,39,147,42
466,39283003,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinet-black-s39283003/,BROR,Bookcases & shelving units,IKEA of Sweden,855,No old price,TRUE,No,Shelving unit with cabinet,85x40x190 cm,40,190,85
467,39285827,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-dark-grey-s39285827/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,80,No old price,TRUE,Yes,Wall-mounted shelving unit,NA,25,35,35
468,39286558,https://www.ikea.com/sa/en/p/hyllis-shelving-units-with-covers-transparent-s39286558/,HYLLIS,Bookcases & shelving units,IKEA of Sweden,141,No old price,TRUE,No,Shelving units with covers,NA,27,74,180
469,39287398,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s39287398/,BILLY / OXBERG,Bookcases & shelving units,NA,340,No old price,TRUE,Yes,Bookcase with glass door,40x30x202 cm,30,202,40
470,39291748,https://www.ikea.com/sa/en/p/hyllis-shelving-units-with-covers-transparent-s39291748/,HYLLIS,Bookcases & shelving units,IKEA of Sweden,186,No old price,TRUE,No,Shelving units with covers,180x27x74-140 cm,27,,180
471,39292026,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-with-glass-doors-brown-ash-veneer-glass-s39292026/,BILLY / MORLIDEN,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,595,No old price,TRUE,Yes,Bookcase with glass-doors,80x30x202 cm,30,202,80
472,39303968,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s39303968/,BROR,Bookcases & shelving units,IKEA of Sweden,565,No old price,TRUE,No,Shelving unit,85x55x190 cm,55,190,85
473,39311256,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s39311256/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,745,SR 785,TRUE,No,Frame/mesh baskts/clths rl/shlv uts,173x51x173 cm,51,173,173
474,39311765,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39311765/,ALGOT,Bookcases & shelving units,Francis Cayouette,529,SR 655,TRUE,No,Wall upright/shelves,176x41x197 cm,41,197,176
475,39311789,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s39311789/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,950,SR 977,TRUE,No,Frame/mesh baskts/clths rl/shlv uts,NA,51,207,173
476,39318031,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-s39318031/,HYLLIS,Bookcases & shelving units,IKEA of Sweden,137,No old price,TRUE,No,Shelving unit in/outdoor,180x27x74-140 cm,27,,180
477,39323990,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskets-shelving-units-s39323990/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,660,SR 732,TRUE,No,Frame/mesh baskets/shelving units,99x51x173 cm,51,173,99
478,39903791,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39903791/,ALGOT,Bookcases & shelving units,Francis Cayouette,196,SR 232,TRUE,No,Wall upright/shelves,86x41x85 cm,41,85,86
479,39903833,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s39903833/,ALGOT,Bookcases & shelving units,Francis Cayouette,134.6,SR 205,TRUE,No,Wall upright/shelves/drying rack,66x61x197 cm,61,197,66
480,40033763,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,IVAR,Bookcases & shelving units,IKEA of Sweden,295,No old price,TRUE,No,Cabinet,80x30x83 cm,30,83,80
481,40104109,https://www.ikea.com/sa/en/p/billy-corner-fittings-galvanised-40104109/,BILLY,Bookcases & shelving units,IKEA of Sweden,20,No old price,TRUE,No,Corner fittings,NA,,,
482,40178591,https://www.ikea.com/sa/en/p/laiva-bookcase-black-brown-40178591/,LAIVA,Bookcases & shelving units,Jon Karlsson,85,No old price,TRUE,No,Bookcase,NA,24,165,62
483,40206476,https://www.ikea.com/sa/en/p/galant-add-on-unit-white-40206476/,GALANT,Bookcases & shelving units,K Malmvall/E Lilja Löwenhielm,395,No old price,TRUE,Yes,Add-on unit,NA,40,80,80
484,40211595,https://www.ikea.com/sa/en/p/galant-add-on-unit-white-40211595/,GALANT,Bookcases & shelving units,K Malmvall/E Lilja Löwenhielm,695,No old price,TRUE,Yes,Add-on unit,NA,40,80,160
485,40218554,https://www.ikea.com/sa/en/p/algot-shelf-white-40218554/,ALGOT,Bookcases & shelving units,Francis Cayouette,15.6,SR 26,TRUE,Yes,Shelf,40x38 cm,38,,40
486,40226790,https://www.ikea.com/sa/en/p/uppleva-wall-bracket-for-tv-tilt-swivel-40226790/,UPPLEVA,Bookcases & shelving units,IKEA of Sweden,145,No old price,TRUE,No,"Wall bracket for TV, tilt/swivel","19-32 """,,,
487,40247368,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-40247368/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,195,No old price,TRUE,Yes,Frame,NA,40,128,60
488,40263853,https://www.ikea.com/sa/en/p/billy-height-extension-unit-white-40263853/,BILLY,Bookcases & shelving units,IKEA of Sweden,100,No old price,TRUE,Yes,Height extension unit,80x28x35 cm,28,35,80
489,40277143,https://www.ikea.com/sa/en/p/gnedby-shelving-unit-white-40277143/,GNEDBY,Bookcases & shelving units,IKEA of Sweden,125,No old price,TRUE,Yes,Shelving unit,202 cm,17,202,20
490,40295302,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-white-40295302/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,100,No old price,TRUE,Yes,Top panel for TV,120x40 cm,40,,120
491,40299885,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-40299885/,BESTÅ,Bookcases & shelving units,NA,475,No old price,TRUE,Yes,TV bench,120x40x64 cm,40,64,120
492,40309573,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-40309573/,STUK,Bookcases & shelving units,IKEA of Sweden,35,No old price,TRUE,No,Storage case,55x51x18 cm,51,18,55
493,40310208,https://www.ikea.com/sa/en/p/ivar-bottle-rack-grey-40310208/,IVAR,Bookcases & shelving units,Sarah Fager,45,No old price,TRUE,No,Bottle rack,NA,30,3,83
494,40322862,https://www.ikea.com/sa/en/p/svalnaes-shelf-bamboo-40322862/,SVALNÄS,Bookcases & shelving units,Jon Karlsson,80,No old price,TRUE,No,Shelf,NA,15,,81
495,40322876,https://www.ikea.com/sa/en/p/svalnaes-desk-space-with-2-drawers-bamboo-40322876/,SVALNÄS,Bookcases & shelving units,Jon Karlsson,270,No old price,TRUE,No,Desk space with 2 drawers,NA,35,,81
496,40347508,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-40347508/,ENERYDA,Bookcases & shelving units,Francis Cayouette,22,No old price,TRUE,Yes,Knob,27 mm,,,
497,40347886,https://www.ikea.com/sa/en/p/edvalla-drop-handle-brass-colour-40347886/,EDVALLA,Bookcases & shelving units,Francis Cayouette,25,No old price,TRUE,No,Drop handle,18 mm,11,,33
498,40348715,https://www.ikea.com/sa/en/p/besta-drawer-runner-soft-closing-40348715/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,25,No old price,TRUE,No,"Drawer runner, soft-closing",NA,,,
499,40348895,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-40348895/,ÖSTERNÄS,Bookcases & shelving units,H Preutz/A Fredriksson,70,No old price,TRUE,No,Leather handle,153 mm,,,25
500,40351246,https://www.ikea.com/sa/en/p/besta-drawer-frame-black-brown-40351246/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,60,No old price,TRUE,Yes,Drawer frame,60x15x40 cm,40,15,60
501,40364060,https://www.ikea.com/sa/en/p/lappviken-door-light-grey-40364060/,LAPPVIKEN,Bookcases & shelving units,IKEA of Sweden,38.5,SR 55,TRUE,Yes,Door,60x64 cm,,64,60
502,40390766,https://www.ikea.com/sa/en/p/sularp-leg-chrome-plated-40390766/,SULARP,Bookcases & shelving units,Carl Öjerstam,45.5,SR 65,TRUE,No,Leg,NA,38,10,
503,40401859,https://www.ikea.com/sa/en/p/algot-pull-out-rail-for-baskets-white-40401859/,ALGOT,Bookcases & shelving units,Francis Cayouette,10,No old price,TRUE,No,Pull-out rail for baskets,NA,40,,1
504,40415465,https://www.ikea.com/sa/en/p/lommarp-bookcase-dark-blue-green-40415465/,LOMMARP,Bookcases & shelving units,Francis Cayouette,476,SR 595,TRUE,No,Bookcase,65x199 cm,34,199,65
505,40419958,https://www.ikea.com/sa/en/p/jonaxel-frame-white-40419958/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,70,No old price,TRUE,Yes,Frame,50x51x70 cm,51,70,50
506,40422324,https://www.ikea.com/sa/en/p/ivar-cover-beige-40422324/,IVAR,Bookcases & shelving units,IKEA of Sweden,135,No old price,TRUE,No,Cover,81x172 cm,43,172,81
507,40450350,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-in-outdoor-green-40450350/,KOLBJÖRN,Bookcases & shelving units,IKEA of Sweden,225,No old price,TRUE,No,Shelving unit in/outdoor,80x81 cm,35,81,80
508,40452617,https://www.ikea.com/sa/en/p/bror-shelf-white-40452617/,BROR,Bookcases & shelving units,IKEA of Sweden,85,No old price,TRUE,No,Shelf,84x39 cm,39,,84
509,49017749,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s49017749/,ALGOT,Bookcases & shelving units,Francis Cayouette,474.2,SR 557,TRUE,No,Wall upright/shelves,190x41x87 cm,41,87,190
510,49046978,https://www.ikea.com/sa/en/p/hejne-4-sections-shelves-softwood-s49046978/,HEJNE,Bookcases & shelving units,IKEA of Sweden,705,No old price,TRUE,No,4 sections/shelves,307x50x171 cm,50,171,307
511,49061228,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-s49061228/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,510,No old price,TRUE,Yes,TV bench,120x40x48 cm,40,48,120
512,49133579,https://www.ikea.com/sa/en/p/ivar-1-section-bottle-racks-pine-grey-s49133579/,IVAR,Bookcases & shelving units,IKEA of Sweden/Sarah Fager,365,No old price,TRUE,No,1 section/bottle racks,NA,30,124,89
513,49133616,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-blue-s49133616/,KALLAX,Bookcases & shelving units,IKEA of Sweden/Tord Björklund,755,No old price,TRUE,Yes,Desk combination,NA,159,147,147
514,49189199,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s49189199/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,347,No old price,TRUE,Yes,Cabinet combination with feet,NA,25,72,70
