sn,item_id,link,product_name,category,designer,price,old_price,sellable_online,other_colors,short_description,dimension,depth,height,width
293,9192518,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s09192518/,BESTÅ,Bookcases & shelving units,IKEA of Sweden/Marcus Arvonen,2710,No old price,TRUE,Yes,TV storage combination/glass doors,NA,40,230,240
294,9197436,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-white-s09197436/,KALLAX,Bookcases & shelving units,Tord Björklund,450,No old price,TRUE,No,Shelving unit with doors,NA,39,147,77
295,9248351,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s09248351/,IVAR,Bookcases & shelving units,IKEA of Sweden,592,No old price,TRUE,No,2 sections/shelves,174x50x124 cm,50,124,174
296,9248544,https://www.ikea.com/sa/en/p/ivar-4-sections-shelves-pine-s09248544/,IVAR,Bookcases & shelving units,IKEA of Sweden,1155,No old price,TRUE,No,4 sections/shelves,344x30x226 cm,30,226,344
297,9251348,https://www.ikea.com/sa/en/p/ivar-4-sections-shelves-pine-s09251348/,IVAR,Bookcases & shelving units,IKEA of Sweden,1137,No old price,TRUE,No,4 sections/shelves,179x50x179 cm,50,179,179
298,9278338,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-10-inserts-white-s09278338/,KALLAX,Bookcases & shelving units,IKEA of Sweden/Tord Björklund,1350,No old price,TRUE,Yes,Shelving unit with 10 inserts,NA,39,182,182
299,9279050,https://www.ikea.com/sa/en/p/olaus-2-shelf-sections-s09279050/,OLAUS,Bookcases & shelving units,IKEA of Sweden,772,SR 892,TRUE,No,2 shelf sections,197x36x181 cm,36,181,197
300,9285683,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-shelves-rails-pine-s09285683/,IVAR,Bookcases & shelving units,IKEA of Sweden,726,No old price,TRUE,No,Shelving unit with shelves/rails,174x50x179 cm,50,179,174
301,9287413,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-door-brown-ash-veneer-glass-s09287413/,BILLY / OXBERG,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,470,No old price,TRUE,Yes,Bookcase with panel/glass door,40x30x202 cm,30,202,40
302,9287979,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s09287979/,IVAR,Bookcases & shelving units,IKEA of Sweden,636,No old price,TRUE,No,Shelving unit with clothes rail,174x50x179 cm,50,179,174
303,9288021,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-shelves-rails-pine-s09288021/,IVAR,Bookcases & shelving units,IKEA of Sweden,563,No old price,TRUE,No,Shelving unit with shelves/rails,174x50x124-179 cm,50,,174
304,9291622,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-cabinet-beige-s09291622/,KOLBJÖRN,Bookcases & shelving units,IKEA of Sweden,1145,No old price,TRUE,No,Shelving unit with cabinet,NA,37,161,251
305,9294526,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s09294526/,VITTSJÖ,Bookcases & shelving units,Johan Kroon,490,No old price,TRUE,No,Storage combination,NA,36,93,200
306,9297134,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-s09297134/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,150,No old price,TRUE,No,Frame with wire baskets,50x51x70 cm,51,70,50
307,9297488,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s09297488/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,230,SR 237,TRUE,No,Frame with mesh baskets,50x51x104 cm,51,104,50
308,9297657,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-with-clothes-rail-s09297657/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,390,SR 438,TRUE,No,Shelving unit with clothes rail,99x51x173 cm,51,173,99
309,9300650,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s09300650/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,2635,No old price,TRUE,Yes,TV storage combination/glass doors,NA,42,193,300
310,9301131,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-selsviken-high-gloss-white-frosted-glass-s09301131/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,1150,No old price,TRUE,Yes,Storage combination w glass doors,60x42x193 cm,42,193,60
311,9302908,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-shelves-rails-cover-beige-s09302908/,IVAR,Bookcases & shelving units,IKEA of Sweden,588,No old price,TRUE,No,Shelving unit w shelves/rails/cover,89x50x179 cm,50,179,89
312,9303960,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s09303960/,BROR,Bookcases & shelving units,IKEA of Sweden,1035,No old price,TRUE,No,Shelving unit,254x40x110 cm,40,110,254
313,9305068,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-kallviken-stubbarp-concrete-effect-s09305068/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,1390,No old price,TRUE,Yes,Storage combination with doors,120x42x202 cm,42,202,120
314,9305087,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelf-s09305087/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,135,No old price,TRUE,No,Frame/wire baskets/top shelf,25x51x70 cm,51,70,25
315,9306204,https://www.ikea.com/sa/en/p/jonaxel-frames-clothes-rails-shelving-units-s09306204/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,585,SR 657,TRUE,No,Frames/clothes rails/shelving units,148x51x173 cm,51,173,148
316,9384051,https://www.ikea.com/sa/en/p/hemnes-storage-combination-w-doors-drawers-white-stained-light-brown-s09384051/,HEMNES,Bookcases & shelving units,Carina Bengs,3986,"SR 4,185",TRUE,Yes,Storage combination w doors/drawers,270x197 cm,37,197,270
317,9903820,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-white-s09903820/,ALGOT,Bookcases & shelving units,Francis Cayouette,234,SR 310,TRUE,No,Wall upright/shelves/rod,66x41x197 cm,41,197,66
318,10218517,https://www.ikea.com/sa/en/p/algot-mesh-basket-white-10218517/,ALGOT,Bookcases & shelving units,Francis Cayouette,18,SR 30,TRUE,Yes,Mesh basket,38x60x14 cm,60,14,38
319,10218536,https://www.ikea.com/sa/en/p/algot-wall-upright-white-10218536/,ALGOT,Bookcases & shelving units,Francis Cayouette,20,No old price,TRUE,Yes,Wall upright,84 cm,,84,4
320,10245846,https://www.ikea.com/sa/en/p/besta-frame-white-10245846/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,225,No old price,TRUE,Yes,Frame,120x40x64 cm,40,64,120
321,10261129,https://www.ikea.com/sa/en/p/finnby-bookcase-black-10261129/,FINNBY,Bookcases & shelving units,IKEA of Sweden,149,No old price,TRUE,No,Bookcase,60x180 cm,24,180,60
322,10265293,https://www.ikea.com/sa/en/p/billy-extra-shelf-white-10265293/,BILLY,Bookcases & shelving units,IKEA of Sweden,30,No old price,TRUE,Yes,Extra shelf,36x26 cm,26,,36
323,10273090,https://www.ikea.com/sa/en/p/moellarp-knob-black-10273090/,MÖLLARP,Bookcases & shelving units,K Hagberg/M Hagberg,12,No old price,TRUE,No,Knob,NA,25,,
324,10275862,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-10275862/,KALLAX,Bookcases & shelving units,Tord Björklund,495,No old price,TRUE,Yes,Shelving unit,NA,39,147,147
325,10279860,https://www.ikea.com/sa/en/p/morliden-glass-door-aluminium-10279860/,MORLIDEN,Bookcases & shelving units,IKEA of Sweden,200,No old price,TRUE,Yes,Glass door,40x192 cm,,192,40
326,10291678,https://www.ikea.com/sa/en/p/lappviken-drawer-front-white-10291678/,LAPPVIKEN,Bookcases & shelving units,IKEA of Sweden,45,No old price,TRUE,Yes,Drawer front,60x26 cm,,26,60
327,10293597,https://www.ikea.com/sa/en/p/nannarp-leg-black-10293597/,NANNARP,Bookcases & shelving units,Carl Öjerstam,40,No old price,TRUE,Yes,Leg,NA,100,100,100
328,10318159,https://www.ikea.com/sa/en/p/ivar-shelf-pine-10318159/,IVAR,Bookcases & shelving units,IKEA of Sweden,25,No old price,TRUE,No,Shelf,42x30 cm,30,,42
329,10322849,https://www.ikea.com/sa/en/p/svalnaes-wall-upright-bamboo-10322849/,SVALNÄS,Bookcases & shelving units,Jon Karlsson,45,No old price,TRUE,No,Wall upright,NA,3,176,
330,10323599,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-10323599/,BILLSBRO,Bookcases & shelving units,H Preutz/A Fredriksson,69,No old price,TRUE,Yes,Handle,2220 mm,,,
331,10333287,https://www.ikea.com/sa/en/p/bror-post-black-10333287/,BROR,Bookcases & shelving units,IKEA of Sweden,105,No old price,TRUE,No,Post,190 cm,4,190,
332,10334319,https://www.ikea.com/sa/en/p/billsbro-handle-white-10334319/,BILLSBRO,Bookcases & shelving units,H Preutz/A Fredriksson,55,No old price,TRUE,Yes,Handle,720 mm,,,
333,10334611,https://www.ikea.com/sa/en/p/eket-underframe-birch-10334611/,EKET,Bookcases & shelving units,Jon Karlsson,75,No old price,TRUE,No,Underframe,NA,34,10,69
334,10338421,https://www.ikea.com/sa/en/p/bagganaes-knob-stainless-steel-10338421/,BAGGANÄS,Bookcases & shelving units,H Preutz/A Fredriksson,27,No old price,TRUE,Yes,Knob,20 mm,28,,20
335,10343328,https://www.ikea.com/sa/en/p/veberoed-shelving-unit-natural-10343328/,VEBERÖD,Bookcases & shelving units,Gustav Carlberg,645,No old price,TRUE,No,Shelving unit,45x181 cm,45,181,45
336,10353765,https://www.ikea.com/sa/en/p/klimpen-table-leg-with-storage-grey-light-grey-10353765/,KLIMPEN,Bookcases & shelving units,Tina Christensen,345,No old price,TRUE,Yes,Table leg with storage,NA,33,70,58
337,10357004,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,KALLRÖR,Bookcases & shelving units,IKEA of Sweden,35,No old price,TRUE,No,Handle,NA,38,,
338,10364293,https://www.ikea.com/sa/en/p/olaus-cover-for-shelf-10364293/,OLAUS,Bookcases & shelving units,IKEA of Sweden,29,No old price,TRUE,No,Cover for shelf,92 cm,,,92
339,10364523,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,KALLVIKEN,Bookcases & shelving units,IKEA of Sweden,170,No old price,TRUE,No,Door,NA,,64,60
340,10373495,https://www.ikea.com/sa/en/p/bekant-shelving-unit-black-10373495/,BEKANT,Bookcases & shelving units,Eva Lilja Löwenhielm,1495,No old price,TRUE,Yes,Shelving unit,121x134 cm,45,134,121
341,10388661,https://www.ikea.com/sa/en/p/havsta-plinth-white-10388661/,HAVSTA,Bookcases & shelving units,IKEA of Sweden,80,No old price,TRUE,Yes,Plinth,81x37x12 cm,37,12,81
342,10422325,https://www.ikea.com/sa/en/p/ivar-clothes-rail-10422325/,IVAR,Bookcases & shelving units,IKEA of Sweden,45,No old price,TRUE,No,Clothes rail,83x50 cm,,,83
343,10428332,https://www.ikea.com/sa/en/p/hyllis-cover-transparent-in-outdoor-10428332/,HYLLIS,Bookcases & shelving units,NA,12,No old price,TRUE,No,Cover,60x27x74 cm,,74,60
344,10429987,https://www.ikea.com/sa/en/p/jonaxel-adjustable-clothes-rail-white-10429987/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,15,No old price,TRUE,No,Adjustable clothes rail,46-82 cm,,,
345,10429992,https://www.ikea.com/sa/en/p/jonaxel-frame-white-10429992/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,55,No old price,TRUE,No,Frame,25x51x70 cm,51,70,25
346,10434187,https://www.ikea.com/sa/en/p/algot-bracket-black-10434187/,ALGOT,Bookcases & shelving units,Francis Cayouette,9,SR 15,TRUE,No,Bracket,38 cm,38,,2
347,10441569,https://www.ikea.com/sa/en/p/stockviken-door-anthracite-10441569/,STOCKVIKEN,Bookcases & shelving units,NA,210,No old price,TRUE,No,Door,60x64 cm,,64,60
348,10443629,https://www.ikea.com/sa/en/p/glassvik-glass-door-dark-red-brown-clear-glass-10443629/,GLASSVIK,Bookcases & shelving units,IKEA of Sweden,175,No old price,TRUE,Yes,Glass door,60x38 cm,,38,60
349,10452614,https://www.ikea.com/sa/en/p/bror-post-white-10452614/,BROR,Bookcases & shelving units,IKEA of Sweden,90,No old price,TRUE,No,Post,190 cm,4,190,
350,19020480,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-black-brown-s19020480/,BILLY / MORLIDEN,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,695,No old price,TRUE,Yes,Bookcase,80x30x202 cm,30,202,80
351,19030592,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-black-brown-s19030592/,KALLAX,Bookcases & shelving units,IKEA of Sweden/Tord Björklund,615,No old price,TRUE,No,Shelving unit with 8 inserts,NA,39,147,147
352,19046442,https://www.ikea.com/sa/en/p/liatorp-storage-combination-with-doors-white-s19046442/,LIATORP,Bookcases & shelving units,Carina Bengs,4335,No old price,TRUE,No,Storage combination with doors,276x214 cm,38,214,276
353,19057483,https://www.ikea.com/sa/en/p/besta-wall-cabinet-with-2-doors-lappviken-white-s19057483/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,480,No old price,TRUE,Yes,Wall cabinet with 2 doors,NA,22,128,60
354,19189030,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,656,No old price,TRUE,Yes,Wall-mounted cabinet combination,NA,35,210,80
355,19191896,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s19191896/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,2930,No old price,TRUE,Yes,TV storage combination/glass doors,300x20/40x211 cm,,211,300
356,19194649,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s19194649/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,4260,No old price,TRUE,Yes,TV storage combination/glass doors,300x40x230 cm,40,230,300
357,19221087,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-light-grey-s19221087/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,1218,"SR 1,277",TRUE,Yes,Cabinet combination with feet,NA,35,212,140
358,19222299,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,KALLAX,Bookcases & shelving units,IKEA of Sweden/Tord Björklund,450,No old price,TRUE,Yes,Desk combination,NA,159,147,77
359,19231152,https://www.ikea.com/sa/en/p/hemnes-bookcase-black-brown-s19231152/,HEMNES,Bookcases & shelving units,Carina Bengs,2346,"SR 2,485",TRUE,Yes,Bookcase,229x197 cm,37,197,229
360,19266603,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-grey-stained-walnut-effect-vassviken-stubbarp-white-s19266603/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,910,No old price,TRUE,Yes,TV bench with doors,120x42x74 cm,42,74,120
361,19272699,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s19272699/,BROR,Bookcases & shelving units,IKEA of Sweden,1335,No old price,TRUE,No,Shelving unit,NA,40,190,254
362,19275136,https://www.ikea.com/sa/en/p/havsta-storage-combination-dark-brown-s19275136/,HAVSTA,Bookcases & shelving units,IKEA of Sweden,2235,No old price,TRUE,Yes,Storage combination,142x47x212 cm,47,212,142
363,19276414,https://www.ikea.com/sa/en/p/algot-skadis-wall-upright-shelves-rod-s19276414/,ALGOT / SKÄDIS,Bookcases & shelving units,Francis Cayouette/Eva Lilja Löwenhielm,598,SR 776,TRUE,No,Wall upright/shelves/rod,132x41x199 cm,41,199,132
364,19277116,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s19277116/,BILLY / BOTTNA,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,315,No old price,TRUE,Yes,Bookcase with display shelf,80x28x202 cm,28,202,80
365,19278328,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s19278328/,KALLAX,Bookcases & shelving units,Tord Björklund,745,No old price,TRUE,Yes,Shelving unit with 4 inserts,NA,39,147,147
366,19282924,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-vassviken-white-clear-glass-s19282924/,BESTÅ,Bookcases & shelving units,IKEA of Sweden/Marcus Arvonen,1570,No old price,TRUE,Yes,Storage combination w glass doors,NA,40,128,120
367,19286272,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-w-4-comp-red-s19286272/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,255,No old price,TRUE,Yes,Wall-mounted shelving unit w 4 comp,NA,35,70,70
368,19286390,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-light-grey-dark-grey-red-s19286390/,EKET,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,400,No old price,TRUE,Yes,Wall-mounted storage combination,NA,25,175,70
369,19288006,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s19288006/,IVAR,Bookcases & shelving units,IKEA of Sweden,760,No old price,TRUE,No,Shelving unit with clothes rail,NA,50,226,174
370,19291645,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-cabinet-beige-s19291645/,KOLBJÖRN,Bookcases & shelving units,IKEA of Sweden,570,No old price,TRUE,No,Shelving unit with cabinet,80x37x161 cm,37,161,80
371,19291650,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-2-cabinets-beige-s19291650/,KOLBJÖRN,Bookcases & shelving units,IKEA of Sweden,1265,No old price,TRUE,No,Shelving unit with 2 cabinets,171x37x161 cm,37,161,171
372,19297138,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-s19297138/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,200,No old price,TRUE,No,Frame with wire baskets,50x51x104 cm,51,104,50
373,19297685,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskets-shelving-units-s19297685/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,990,"SR 1,098",TRUE,No,Frame/mesh baskets/shelving units,148x51x173 cm,51,173,148
374,19306185,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-castors-s19306185/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,160,No old price,TRUE,No,Frame with mesh baskets/castors,25x51x73 cm,51,73,25
375,19309725,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-black-s19309725/,ALGOT,Bookcases & shelving units,Francis Cayouette,458,SR 530,TRUE,No,Wall upright/shelves,189x41x85 cm,41,85,189
376,19903834,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s19903834/,ALGOT,Bookcases & shelving units,Francis Cayouette,302,SR 444,TRUE,No,Wall upright/shelves/drying rack,132x61x197 cm,61,197,132
377,19930205,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s19930205/,ALGOT,Bookcases & shelving units,Francis Cayouette,414,SR 530,TRUE,No,Wall upright/shelves,132x41x199 cm,41,199,132
378,20213312,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-20213312/,VITTSJÖ,Bookcases & shelving units,Johan Kroon,395,No old price,TRUE,No,Shelving unit,NA,36,175,100
379,20218545,https://www.ikea.com/sa/en/p/algot-bracket-white-20218545/,ALGOT,Bookcases & shelving units,Francis Cayouette,9,SR 15,TRUE,Yes,Bracket,38 cm,38,,2
380,20245959,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245959/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,110,No old price,TRUE,Yes,Frame,60x20x64 cm,20,64,60
381,20245964,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245964/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,135,No old price,TRUE,Yes,Frame,60x40x64 cm,40,64,60
382,20273141,https://www.ikea.com/sa/en/p/hishult-knob-porcelain-white-20273141/,HISHULT,Bookcases & shelving units,K Hagberg/M Hagberg,17,No old price,TRUE,Yes,Knob,NA,24,,
383,20275814,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,KALLAX,Bookcases & shelving units,Tord Björklund,115,No old price,TRUE,Yes,Shelving unit,NA,39,77,77
384,20278167,https://www.ikea.com/sa/en/p/kallax-insert-with-door-white-20278167/,KALLAX,Bookcases & shelving units,Tord Björklund,50,No old price,TRUE,Yes,Insert with door,NA,37,33,33
385,20291630,https://www.ikea.com/sa/en/p/selsviken-door-drawer-front-high-gloss-white-20291630/,SELSVIKEN,Bookcases & shelving units,IKEA of Sweden,125,No old price,TRUE,Yes,Door/drawer front,60x38 cm,,38,60
386,20312492,https://www.ikea.com/sa/en/p/observatoer-clip-on-basket-grey-brown-20312492/,OBSERVATÖR,Bookcases & shelving units,Henrik Preutz,15,No old price,TRUE,No,Clip-on basket,NA,,18,30
387,20323358,https://www.ikea.com/sa/en/p/billy-extra-shelf-brown-ash-veneer-20323358/,BILLY,Bookcases & shelving units,IKEA of Sweden,50,No old price,TRUE,Yes,Extra shelf,76x26 cm,26,,76
388,20330599,https://www.ikea.com/sa/en/p/uppleva-bracket-for-tv-swivel-light-grey-20330599/,UPPLEVA,Bookcases & shelving units,NA,199,No old price,TRUE,No,"Bracket for TV, swivel","37-55 """,,,
389,20333951,https://www.ikea.com/sa/en/p/eket-cabinet-w-2-doors-and-1-shelf-white-20333951/,EKET,Bookcases & shelving units,Jon Karlsson,236,SR 295,TRUE,Yes,Cabinet w 2 doors and 1 shelf,NA,35,70,70
390,20334314,https://www.ikea.com/sa/en/p/billsbro-handle-white-20334314/,BILLSBRO,Bookcases & shelving units,H Preutz/A Fredriksson,15,No old price,TRUE,No,Handle,40 mm,,,
391,20338411,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-20338411/,BAGGANÄS,Bookcases & shelving units,H Preutz/A Fredriksson,50,No old price,TRUE,Yes,Handle,335 mm,31,,9
392,20345633,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-beige-20345633/,KOLBJÖRN,Bookcases & shelving units,IKEA of Sweden,695,No old price,TRUE,No,Cabinet in/outdoor,90x161 cm,35,161,90
393,20346072,https://www.ikea.com/sa/en/p/kallax-shelf-insert-light-grey-20346072/,KALLAX,Bookcases & shelving units,Chenyi Ke,30,SR 50,TRUE,No,Shelf insert,NA,12,35,33
394,20348896,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-20348896/,ÖSTERNÄS,Bookcases & shelving units,H Preutz/A Fredriksson,49,No old price,TRUE,No,Leather handle,65 mm,,,25
395,20365188,https://www.ikea.com/sa/en/p/galant-shelf-unit-white-stained-oak-veneer-20365188/,GALANT,Bookcases & shelving units,K Malmvall/E Lilja Löwenhielm,575,No old price,TRUE,Yes,Shelf unit,NA,45,120,80
396,20390574,https://www.ikea.com/sa/en/p/stallarp-leg-chrome-plated-20390574/,STALLARP,Bookcases & shelving units,Carl Öjerstam,45,No old price,TRUE,No,Leg,NA,4,10,4
397,20409936,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-20409936/,KALLAX,Bookcases & shelving units,NA,395,No old price,TRUE,Yes,Shelving unit,112x147 cm,39,147,112
398,20417205,https://www.ikea.com/sa/en/p/stuk-storage-case-pink-20417205/,STUK,Bookcases & shelving units,IKEA of Sweden,35,No old price,TRUE,No,Storage case,55x51x18 cm,51,18,55
399,20419964,https://www.ikea.com/sa/en/p/jonaxel-mesh-basket-white-20419964/,JONAXEL,Bookcases & shelving units,IKEA of Sweden,25,SR 27,TRUE,No,Mesh basket,50x51x15 cm,51,15,50
400,20423720,https://www.ikea.com/sa/en/p/kallax-insert-with-1-shelf-white-20423720/,KALLAX,Bookcases & shelving units,NA,75,No old price,TRUE,No,Insert with 1 shelf,33x33 cm,,33,33
401,20443624,https://www.ikea.com/sa/en/p/besta-top-panel-concrete-effect-light-grey-20443624/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,225,No old price,TRUE,No,Top panel,NA,42,,180
402,20452618,https://www.ikea.com/sa/en/p/bror-shelf-white-20452618/,BROR,Bookcases & shelving units,IKEA of Sweden,95,No old price,TRUE,No,Shelf,84x54 cm,54,,84
403,29184433,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-shelf-combination-bamboo-s29184433/,SVALNÄS,Bookcases & shelving units,Jon Karlsson,1620,No old price,TRUE,No,Wall-mounted shelf combination,NA,25,176,193
404,29205534,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-grey-stained-walnut-effect-lappviken-light-grey-s29205534/,BESTÅ,Bookcases & shelving units,IKEA of Sweden,1081,"SR 1,180",TRUE,Yes,Storage combination with doors,120x40x192 cm,40,192,120
405,29221765,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-s29221765/,SVALNÄS,Bookcases & shelving units,Jon Karlsson,660,No old price,TRUE,No,Wall-mounted storage combination,NA,35,176,86
406,29248208,https://www.ikea.com/sa/en/p/ivar-4-sections-shelves-cabinet-pine-white-s29248208/,IVAR,Bookcases & shelving units,Sarah Fager/IKEA of Sweden,2275,No old price,TRUE,No,4 sections/shelves/cabinet,NA,30,226,344
407,29248345,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s29248345/,IVAR,Bookcases & shelving units,IKEA of Sweden,906,No old price,TRUE,No,2 sections/shelves,NA,50,226,134
408,29248374,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s29248374/,IVAR,Bookcases & shelving units,IKEA of Sweden,795,No old price,TRUE,No,3 sections/shelves,259x30x179 cm,30,179,259
409,29248538,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s29248538/,IVAR,Bookcases & shelving units,IKEA of Sweden,1013,No old price,TRUE,No,3 sections/shelves,NA,50,,139
410,29248557,https://www.ikea.com/sa/en/p/ivar-2-sec-storage-unit-w-foldable-table-s29248557/,IVAR,Bookcases & shelving units,IKEA of Sweden,1275,No old price,TRUE,No,2 sec/storage unit w foldable table,175x30-104x179 cm,,179,175
411,29275715,https://www.ikea.com/sa/en/p/bror-storage-w-shelves-cabinet-trolley-s29275715/,BROR,Bookcases & shelving units,IKEA of Sweden,2150,No old price,TRUE,No,Storage w shelves/cabinet/trolley,NA,,,
412,29276531,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s29276531/,ALGOT,Bookcases & shelving units,Francis Cayouette,509,SR 649,TRUE,No,Wall upright/shelves/drying rack,132x41x199 cm,41,199,132
413,29277352,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-s29277352/,ALGOT,Bookcases & shelving units,Francis Cayouette,183.6,SR 266,TRUE,No,Wall upright/shelves,66x41/61x197 cm,,197,66
414,29278262,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-6-inserts-white-s29278262/,KALLAX,Bookcases & shelving units,Tord Björklund,745,No old price,TRUE,Yes,Shelving unit with 6 inserts,NA,39,147,112
415,29280731,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-doors-brown-ash-veneer-s29280731/,BILLY / OXBERG,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,1330,No old price,TRUE,Yes,Bookcase with panel/glass doors,160x30x202 cm,30,202,160
416,29281066,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,BILLY / OXBERG,Bookcases & shelving units,Gillis Lundgren,385,No old price,TRUE,Yes,Bookcase with doors,80x30x202 cm,30,202,80
